texto|autor_nombre|autor_apellido|titulo|año|carrera
Los estudios de las interacciones a nivel molecular de los complejos proteína-ligando son la base para describir los mecanismos de acción de los fármacos. La calmodulina (CaM) es una proteína intracelular que uneantagonistas clásicoscomo: clorpromazina (CPZ), fluoxetina (FLU), entre otrosutilizados en la terapéutica de algunas patologías como Alzheimer, depresión, bulimia nerviosay algunos tipos de cáncer. El objetivo de este trabajo fue el estudio de las interacciones a nivel molecular de una serie de compuestos de Bisindolilmaleimidapara establecer una relación estructura-función como inhibidores de la proteína CaM.Los compuestos Bisindolilmaleimida son prototipos de fármaco derivado de laestaurosporinala cual esun alcaloide con actividadpara el tratamiento del cáncer. Los compuestos II, IV, VII, X y XI de Bisindolilmaleimida(BIM)son propuestos y descritospor primera vezcomo nuevos inhibidores de la calmodulina.Para lo anterior seutilizaron herramientas de modelaje molecular (Acoplamiento molecular y Dinámicas Moleculares) con el fin derealizar los estudios teóricos computacionales (insilico) y un dispositivo biotecnológico (un biosensor fluorescente de la proteína humana CaM que tiene unidocovalentemente el fluoróforo monobromobimano (mBBr), -hCaM M124C-mBBr), para determinar la unión experimental de estos compuestos. Los resultados obtenidos indican que esta serie de compuestos se unena la CaMcon una afinidad entre 193-248 nM, una orden de magnitud menor que la mayoríade los inhibidoresclásicosantes mencionados. Por otro lado los estudios teóricoscoinciden con los resultados experimentales y aportan detalles moleculares complementarios de la interacción entre la proteína y la serie de compuestos de Bisindolilmaleimida (BIM). Se concluye que estos compuestos pueden ser excelentes prototipos denuevos inhibidores de lacalmodulina.|Diana Karina|Fructuoso GarcÃ­a|Bisindolilmaleimida nuevos inhibidores de la proteÃ­na calmodulina |2021|Química Farmaceútico Biológica
El entrenamiento inmune innato es un mecanismo recientemente descrito en macrófagos, monocitos y células NK. Se caracteriza por cambios a nivel funcional como el incremento cuantitativo  en  la  expresión  de  citocinas  pro-inflamatorias  después  de  una  segunda estimulación con un estímulo inflamatorio igual o distinto al primero.Sin embargo, los estudios sobre entrenamiento inmune innato han dejado de lado a una de las  células  presentadoras  de  antígeno  profesionales  (APCs)  más  importantes  de  la inmunidad innata, las Células Dendríticas (DCs), las cuales fungen como puente de unión entre la respuesta inmune innata y la respuesta inmune adaptativa. Dicha unión se utiliza en las estrategias de inmunización para generar una inmunidad protectora de larga vida y además se ve potenciada con el uso de adyuvantes.En  este  sentido  el  entrenamiento  inmune  innato  se  ha  estudiado  con  componentes microbianos  poco  escalables  en  la  inmunología  clínica  como  el  LPS  y  el -glucano, perdiendo la oportunidad de comparar la efectividad de adyuvantes de nueva generación para establecer así mejores estrategias de inmunización. Tal es el caso de la subunidad beta de la toxina del cólera (CTB), la cual en trabajos previos de nuestra unidad de investigación ha demostrado que su uso como adyuvante induce la activación  tardía  y  sostenida  de  DCs  de  la  piel  en  modelos  de ratón.  Así  mismo, está activación induce un incremento significativo tanto en la expresión de TNFcomo en la cantidad  de  DCs  TNF+  cuando  estas  células  son  re-estimuladas  in  vitro  con  LPS, sugiriendo la inducción de características de entrenamiento inmune innato. Sin embargo, es importante determinar si la CTB es capaz de inducir estas características de entrenamiento inmune innato in vivo. En este trabajo se utilizaron Ratones C57BL6, los cuales fueron inoculados una o dos veces con CTB y se obtuvieron células de piel o ganglio drenante (dLN). Se evaluó la presencia de subpoblaciones de DCs, la presencia de progenitores y la función de las DCs por citometría de flujo o inmunofluorescencia. Los resultados muestran que una sola administración de CTB incrementa los números de DCs y la expresión de TNFDCs de la piel.  La doble estimulación con CTB favorece el reclutamiento de precursores de DCs a la piel, incrementa el número en las DCs que migran al dLN, así como la expresión de TNFFinalmente la CTB es capaz de inducir la expresión de LDH así como mantener la activación en las DCs por tiempos prolongados.|JuliÃ¡n Argenis|GajÃ³n MartÃ­nez|Papel de la subunidad ÃŽÂ² de la toxina del cÃ³lera en la inducciÃ³n de caracterÃ­sticas de entrenamiento inmunolÃ³gico en cÃ©lulas dendrÃ­ticas de la piel |2021|Química Farmaceútico Biológica
La  enfermedad  renal  crónica  (ERC)  es  un  problema  de  salud  pública  con  una  prevalencia  mundial  estimada  del  13%.  La  principal  causa  de  muerte  prematura  en  los  pacientes con ERC es debido a complicaciones cardiovasculares. En estudios previos se ha mostrado que durante fases tempranas de la ERC se incrementa la infiltración de linfocitos T  CD4+  hacia  el  tejido  cardíaco, sin  embargo,  se  desconoce  cuáles  son  los  mediadores  inflamatorios que facilitan la infiltración de linfocitos T CD4+ hacia el corazón y cuál es el papel de estas células en el daño cardíaco durante la ERC.  Por  ello,  el  objetivo  principal  del  presente  trabajo  fue  evaluar  el  efecto  de  la  depleción de células T CD4+ sobre las alteraciones cardiovasculares en un modelo murino de  enfermedad  renal  crónica por  lo  que  se  evaluaron  1)  los  niveles  de  expresión  de  diferentes quimiocinas, moléculas de adhesión y citocinas pro-inflamatorias en el corazón durante las fases tempranas de la ERC y 2) el efecto de la depleción temprana y transitoria de  linfocitos  T  CD4+  sobre  las  alteraciones  cardíacas  y  renales  en  un  modelo  de  ERC  inducida por isquemia / reperfusión (IR).Se utilizaron ratones de la cepa C57BL/6 de 8 a 12 semanas de edad. Para identificar los mediadores tempranos del proceso inflamatorio, se incluyeron dos grupos de ratones: cirugía  falsa  (sham)  y  ratones  sometidos  a  un  proceso  de  isquemia  renal  bilateral  (IR), colocandoclips  vasculares  no  traumáticos  sobre  los  pedículos  renales  durante  25  min  y  retirándolos después para permitir la reperfusión; los ratones se estudiaron a los cinco días posteriores a la IR. Para el estudio de los efectos crónicos de la depleción de linfocitos T CD4+, los ratones se dividieron en tres grupos: sham, IR + IgG e IR más la administración intraperitoneal de un anticuerpo anti CD4 al día 3 post IR (IR + anti-CD4); los ratones se estudiaron a las 8 semanas.En  los  ratones  que  se  estudiaron  a  los  cinco  días  después  de  la  IR  se  observó  la  presencia de proteinuria y de anomalías en la estructura renal, además, a nivel cardíaco se encontró un  incremento  en  los  niveles  de  RNA  mensajero  (mRNA)  de  las  quimiocinas  CXCL1 y CXCL2, las moléculas de adhesión ICAM-1 y VCAM-1 así como de la citocina pro-inflamatoria TNF-α. En los animales que se estudiaron en la fase crónica se demostró que el modelo de progresión  a  ERC  inducida  por  IR  fue  efectivo  ya  que  los  animales  del  grupo  IR  +  IgG desarrollaron disfunción renal evidenciada por un incremento en los niveles de creatinina y urea en plasma y un aumento en los niveles renales de mRNA de diferentes moléculas pro-fibróticas. Además, también se pudo caracterizar la lesión cardíaca ya que los animales del  grupo  de  IR  +  IgG  desarrollaron  hipertrofia  cardíaca  e  incremento  en  los  niveles  de  mRNA de marcadores de fibrosis. De forma interesante, la depleción de los linfocitos T CD4+  se  asoció  con  la  reducción  en  los  niveles  de  urea  en  plasma  y  de  marcadores  de  fibrosis renal. Además, en los ratones IR + anti-CD4 se previno la hipertrofia cardíaca.  En este trabajo se mostró que durante las fases tempranas de la ERC se incrementa la expresión cardíaca de quimiocinas, moléculas de adhesión y citocinas inflamatorias las cuales  pueden  explicar  el  incremento  en  la  infiltración  de  linfocitos  T  CD4+  al  tejido  cardíaco.  Además,  se  evidenció  que  la  depleción  temprana  y  transitoria  de  linfocitos  T  CD4+ tiene un efecto benéfico sobre la severidad de la ERC y las alteraciones cardíacas que aparecen como consecuencia de la ERC.|Johannes Hananeel|GarcÃ­a Ballhaus|Efecto de la depleciÃ³n de linfocitos T CD4+ sobre las alteraciones cardiovasculares en un modelo de enfermedad renal crÃ³nica |2021|Química Farmaceútico Biológica
El  laboratorio  No.  3  de  la  segunda  planta  de  la Unidad  Multidisciplinaria  de Investigación Experimental Zaragoza (UMIEZ) en el campus II  de la FES Zaragoza, visto  como empresa   educativa,  requiere  que  la  formación  académicay  de investigación de calidad queahí se desarrolla sea debidamente sustentada.Calidad dentro  de  este  contexto  involucra, acciones  destinadas  a  lograr  mejoras  en  la eficacia del laboratorio, para que los estudiantes y lasactividades de investigación que se llevan a caboaumenten su desempeño. Para lograr lo anterior es necesario abordar  estrategias   que  permitan  proporcionar mediciones  de  una  o  varias variables, para establecer síse está cumpliendo o nocon los requisitos solicitados, considerando que la calidad es el  grado  en el  que unproducto,  materia  prima  o servicio cumple con las especificaciones. Elcumplimiento de las especificaciones como la mediciónde una o varias variablesno es simple ni trivial en un laboratorio de docencia/investigación, ya que no es fácil controlar todos los aspectos relacionados con los ensayos y las medicionesdonde se  tratan  de  comprobar  hipótesis  y  desarrollar  experimentos  pararesolver  un problema, se elabore un proyectonuevo ose hagan mejoras al mismo. Toda esta diversidad  de  propósitos conllevaproponer  estrategias  paralasactividades  del trabajo  realizado dentro del laboratorio  3, que involucran equipos e instrumentos, bajo los lineamientos establecidos por  las Buenas Prácticas de  Laboratorio(BPL)que  propicie  el  garantizarquelos  resultados finales  generados  son  correctos, confiables y permitansuperar alguna problemáticaexistente, proponiendo para tal fin la aplicación del Círculo de Deming.Por este motivo el siguiente trabajo plantea proponer el uso de registros en equipose  instrumentos de  laboratorio,  como  una herramienta  para  el  diagnóstico  en  la medición  del  desempeño,  con  una  propuesta  a  recomendar  y  establecer  la trazabilidad de los procesos llevados a cabo y así, lograr la satisfacción y seguridad de los elementos que conforman el laboratorio.|Raymundo|GarcÃ­a Barrera|AplicaciÃ³n del cÃ­rculo de Deming en el control de equipos e instrumentos como parte de las buenas prÃ¡cticas de laboratorio en un laboratorio de docencia-investigaciÃ³n |2021|Química Farmaceútico Biológica
Debido a la necesidad de dar cumplimiento a los requisitos de la NMX-EC-15189-INMC-2015 para la acreditacióndel área de hematología, se realizaron las verificaciones de métodos cuantitativos de acuerdo con la “Guía para la validación y la verificación de los procedimientos  de  examen  cuantitativos  empleados  por  el  laboratorio  clínico/marzo 2008.”;  ya  lo  largo  de  la  planificación,  ejecución  y  evaluación  de  este  proceso;  fue evidenteque la conclusiónde las verificaciones de los métodos cuantitativos, no esel último paso para mejorar la calidad en los resultados del área, es el principio.Fue claro que se requería ir mucho más allá de solo verificar las pruebas solicitadas por la Entidad Mexicana de Acreditación (ema) para otorgar el certificado de acreditación.Se encontró la necesidad de unificar los criterios de preparación, ejecución, frecuencia, evaluación,  corrección  y  aceptación  del  control  de  calidad  interno  para  las  pruebas evaluadas.Aprovechando la evidencia objetiva generada de la verificación, se realizó:el cálculo de la sigmometría para seleccionar las reglas de Westgard específicasy con ellas evaluar las  gráficas  de  Levey-Jennings,el  número  de  controles  a  procesar  y  el  número  de corridasque  se  requieren  para  cada  uno  de  los  analitos;  se  generó  la  Guía  para  el Control de Calidad Interno del área, en donde se especifica el manejo correcto de los controles  y  calibradores  comerciales,  la  generación  de  archivos  de  control  en  el analizador, el cálculode la sigmometría, proceso de controles en equipo automatizado, resolución de errores aleatorios y sistemáticos;así como, la puesta en fuera de uso del equipo  o  su liberación  y  puesta  en  marcha  para proceso  de muestras  de  pacientes; además, se evaluó la eficacia y eficiencia las actividades mencionadasbasándoseen el rendimiento del analizador y el consumo mensual de viales control.Todo  lo  anterior,  con  la  intención  de  que  los  resultados  emitidos  por  el  área  de hematología seanclínicamente útiles, concomparabilidad y cumplen con los criterios de aceptación para la verificación de los métodos analíticosestablecidos por ema.|Guadalupe|GarcÃ­a Maldonado|VerificaciÃ³n de mÃ©todos cuantitativos e implementaciÃ³n del modelo Seis Sigma para la evaluaciÃ³n del control de calidad interno (CCI) en el Ã¡rea de hematologÃ­a en un laboratorio privado |2021|Química Farmaceútico Biológica
El  Sargazo,  está  constituido  por  una  mezcla  de  macroalgas  particularmente  del  género Sargassum que se encuentran en masa flotando en el Océano. Actualmente, en México, el sargazo se ha concentrado en las costas de  Yucatán y Quintana Roo, representando un problema de salud, económico y ambiental. Aunque existen algunas evidencias generadas a  partir  de  la  Medicina Tradicional  China  que  especies  de  Sargassum  pueden  tener propiedades farmacológicas. En México no se tiene documentado algún uso terapéutico a estas especies vegetales marinas.  El objetivo del presente trabajo fue evaluar la posible utilidad terapéutica en la ansiedad y la  epilepsia  de  dos  especies  de  Sargassum,  seleccionadas  porque  se  encuentran mayoritariamente en el Sargazo que llega a las costas de la Península de Yucatán. De las especies S. fluitansy S. buxifolium, se obtuvo un extracto metanólico, al cual se le realizó una prueba preliminar de citotoxicidad en Artemia salina. S. fluitansy S. buxifoliumtambién se  evaluaron  en  modelos  de  ansiedad  y  epilepsia  a  nivel  preclínico  en  ratones.  Los resultados  obtenidos  mostraron  que  ambos  extractos  presentan  una  inhibición  de  la actividad  exploratoria  de  forma  dependiente  de  la  dosis,  este  efecto  no estárelacionado con  un  efecto  sedante  hipnótico  debido  a  que  los  extractos  no  potenciaron  el  efecto  de pentobarbital en los ratones. Y tampoco presentaron efecto anticonvulsivo en la prueba de pentilentetrazol. Con los resultados obtenidos se sugiere que S. fluitans y S. buxifoliumpodrían tener utilidad terapéutica  para  el  tratamiento  de  la  ansiedad.  Se  requiere  hacer  más  estudios  para establecer el mecanismotransduccional de esta respuesta observada.|Susana Alejandra|Gil LÃ³pez|EvaluaciÃ³n preclÃ­nica del efecto ansiolÃ­tico y de Sargassum fluitans y Sargassum buxifolium |2021|Química Farmaceútico Biológica
La  información sobre  eficacia  y  seguridad  de  un medicamento  cuando comienza  su comercializaciónes limitada,debido a que la información procede fundamentalmente de ensayos clínicos con poco número depacientes (centenares o  hasta pocos miles) y de corta  duracióna  la  exposición. Además,de  que los  pacientes han sido  estrictamente seleccionados según sus características  clínicas (estudios con poca validez externa) y evaluados bajo  estrictas  condiciones de control. A menudo, estos  pacientes difieren de los tratamientos en lapráctica  clínica habitual, ya  sea  por  la  edad,  las  comorbilidades asociadas,  los  fármacos concomitantes, las  propias  características  de  la  enfermedad, entre muchascosas más.(1)No es posible utilizar un medicamento sin correr el riesgo de sufrir efectos adversos, por consiguiente, la utilización  de un medicamento nunca es un acto  insignificante ya  que siempre conlleva una parte de riesgo. La seguridad durante el uso de los medicamentos es  una preocupación importante de los médicos prescriptores, de  lospacientes, de  las autoridades de salud y de la Industria Farmacéutica. Esta vigilancia se debe de realizar en todas las fases de desarrollo del medicamento, desde las primeras etapas preclínicas hasta la vigilancia después de la autorización de comercialización.(2)La Organización Mundial de la Salud (OMS)  y  los Organismos SanitariosNacionales e Internacionalesrelacionados conlos  medicamentos,  se  han  encargado  de  organizar sistemas que faciliten la pronta detección de las reacciones adversas provocadaspor los medicamentos,  con  el  fin de  limitar  en lo  posible los  riesgos  en las  personas que  los utilizan. (3)Es aquí donde la Farmacovigilancia (FV) juega un papel fundamental en el monitoreo del perfil de seguridad de un medicamento, pues esta  ciencia surge con el fin de identificar, cuantificar, evaluar y prevenir los posibles riesgos asociados al uso de los medicamentos durante todo el ciclo de vida de estos.(1)Los dueños del registro  sanitario o  sus representantes legalesen México (de  ahora en adelante  mencionados  como  Industria  Farmacéutica),  tienen  la  responsabilidadde garantizar la calidad, seguridad y eficacia de los medicamentos que comercializan en el país  y  la  Autoridad Reguladora Nacional (Comisión Federal  para  la  Protección contra Riesgos  Sanitarios, COFEPRIS)  debe  verificar  esta  garantía,  así  como  establecer políticas,  y  lineamientos  en  esta  materia,  en  concordancia  con  la  reglamentación internacional.(3)A lo largo de  la historia, la normatividad nacional en materia de  FV ha sufrido diversos cambios,con el fin de  mejorar  continuamente las actividades que garanticen un mejor sistema de identificación, evaluación, cuantificación y prevención de los posiblesriesgos asociados al uso de los medicamentos. En el presente trabajo se realiza una investigacióndocumental de  la  normatividad nacional yalgunasguías aplicables en  materia  de  FV establecidas por COFEPRIS,a través de una revisión retrospectiva con el fin de identificar cómo  han evolucionado las  funciones, responsabilidades y  actividades  de la  Industria Farmacéutica.|Rodrigo|GirÃ³n MartÃ­nez|EvoluciÃ³n de las funciones, responsabilidades y actividades en materia de farmacovigilancia de los titulares del registro sanitario o sus representantes legales en MÃ©xico de acuerdo con la Mom-220-SSA1 |2021|Química Farmaceútico Biológica
El  síndrome  metabólico (Smet) es  una  combinación  de anormalidades  metabólicas (resistencia  a  la  insulina,  exceso  de  grasa  abdominal,  entre  otros)  que  resulta  en  un marcador  de  riesgo  para  el  desarrollo  de  enfermedades  cardiovasculares  (ECV).  El diagnóstico  de  Smet  consiste  en  la  medición  de  parámetros  metabólicos  (glucosa  en ayuno, colesterol HDL, triglicéridos) y físicos (circunferencia de cintura y presión arterial), donde treso más componentes anormales representan un diagnóstico positivo de Smet.El  desarrollo  de  esta  entidad  metabólica  está determinadopor  diferentes  factores incluyendo los genéticos, estos han sido útiles para explicar la complejidad y variabilidad delSmet.  Sin  embargo,  la  investigación  en  esta  rama  se  ha  concentrado  más  hacia variantes  de  un  solo  nucleótido  (SNV)  dejando  a  un  lado  otros  tipos  de  variantes genéticas  como  las  variaciones  en  número  de  copias (CNV).  Debido  a  lo  anterior,  el objetivo principal de este trabajo fuebuscaruna asociación entre las CNV ysu asociación con Smet.Con  los  datos metabólicos,  físicos  y de microarreglos de  641muestras  de amerindios mexicanos  de  diferentes  etnias,  se  realizó  una  prueba  estadística  para  determinar  la asociación entre CNVs, Smet y sus componentes. El llamado de variantes de realizó conel softwarePennCNVy  para  la  asociación  estadística CNVruler.Además,  el  software ChASpermitió analizar individualmente de manera gráfica el cariotipo de cada sujeto de estudio. Los resultados mostraron una asociación significativa de las CNVcon Smet, donde fue interesante encontrar que algunas de estas variantes contienen en su secuencia genes que  podrían  estar  involucrados  en  el  desarrollo  Smet.  Por  otro  lado,  en  el  análisis individual fueron encontrados dos pacientes con aberraciones cromosómicas asociadas al cromosoma sexual X.|David|GirÃ³n Villalobos|IdentificaciÃ³n de variantes en el nÃºmero de copias y su asociaciÃ³n con sÃ­ndrome metabÃ³lico en poblaciÃ³n amerindia mexicana |2021|Química Farmaceútico Biológica
En materia de medicamentos, han ocurrido varios sucesos a través de la historia que marcaron una diferencia crucial en su proceso. Las consecuencias que provocó el uso de la talidomida en mujeres  embarazadas  fueron  concluyentes  para  determinar  la  necesidadde  una  estricta vigilancia de los medicamentos, así como emprender acciones para detectar y evitar riesgos asociados al uso de estos.  Partiendo de acontecimientos históricos, la regulación sanitaria se ha ido fortaleciendo con la finalidad de normalizartodas las etapas por las que pasa una sustancia hasta convertirse en un medicamento, incluyendosu comercialización. Las autoridades regulatoriasinternacionalesy la Comisión Federal para la Protección contra Riesgos Sanitarios (COFEPRIS), en México, están diseñando  y aplicando  estrategias  de Farmacovigilancia  para  favorecer  la  inclinación  de  la balanza hacia la seguridad del uso de los medicamentos.El presente trabajoaborda el diseño del Sistema de Gestión de Calidad para el Centro Estatal de Farmacovigilancia(CEFV)en Guerrero,mediante la elaboración del Manual de Calidad,con el propósito de cumplir los requerimientos regulatorios de la NOM-220-SSA1-2016, así como también,  para  tener  las  bases  que  permitan  la  mejora  continua  de  las actividades correspondientesal Programa de Farmacovigilancia.La importancia de este proyecto radica en la necesidad que tiene toda organizacióndeasegurar y estandarizarsusactividades. En temática de vigilancia de medicamentos en el estado, se requiere mejorar la calidad de las notificaciones y conseguir el trabajo coordinado del CEFV, los profesionales sanitarios y la población en general para la detección y reporte de Sospechas de Reacción Adversa a los Medicamentos(SRAM). En el proyecto, el ciclo de Demingfue indispensable para el desarrollo un Sistema de Gestión de Calidad (SGC),ya queexplica los pasos para aumentar y mantener la competitividad de una organización,  mediante  la  aplicación  de  una  planeación  estratégica,  la  implementación  de acciones necesarias, la verificación dela efectividad de lo planeado y, la acción para corregir y mejorar continuamente.Con el diseño del SGC, mediante el Manual de Calidad, seaborda la planificación necesaria para emprender la mejora del CEFV,teniendoel soporte documental para dar continuidad a las siguientes etapas del ciclo de Deming (Planear-Hacer-Verificar-Actuar, PHVA).|DidiÃ¡n Yamileth|Godoy RodrÃ­guez|ElaboraciÃ³n del manual de calidad del Centro Estatal de Farmacovigilancia en Guerrero bajo el anÃ¡lisis de la primera etapa del ciclo de Deming |2021|Química Farmaceútico Biológica
Los medicamentos estupefacientes y psicotrópicos son pertenecientes a grupo I, II y III para suventa y suministro al público. Los estupefacientes son medicamentos utilizados   principalmente   para   el   dolor,   los   cuales   requieren   de procesos específicos  para  su  correcta  dispensación. Estos  medicamentos  tienen  como principal  riesgo  que  pueden causar  adiccióny  se  han  asociado  con  actividades ilícitas. Los psicotrópicos son utilizados para trastornos mentales y tienen efectos en  el  estado  del  ánimo. Debido  al  control  que  deben  tener  estos  medicamentos durante su producción, uso y disposición final,se les conoce como “medicamentos controlados”y  deben  cumplir  con  aspectos  legales  especificados tanto  a  nivel internacional como nacional. El  objetivo  de  este  proyecto  fue  implementar estrategias  para  el  control  de medicamentos estupefacientes y psicotrópicos a través de la metodología Análisis Modo  Efecto  Falla  (AMEF),  en  un  hospital  privado.El  proyecto  se  realizó en  4 etapas;enla primeraetapa se buscó información referente a los aspectos legales, clínicos  y  farmacológicos;  en  la  segunda  etapa  se  implementó  la  metodología AMEFpara  el  proceso  de  dispensación  de  medicamentos.  Se  consideraron  11 pasos   a   seguir   en   esta   metodología   para   obtener   los   riesgos   con   mayor ponderación tanto por impacto como por factibilidad de solución. De acuerdo con esta   metodología,   se   decidió   implementar   barreras   de   seguridad   como   la verificación de la cantidad de medicamentos que entran a farmacia, con el registro previo de proveedores, la verificación de la entrega de medicamentos controlados a los subalmacenes por turno y, la verificación de la receta antes de dispensar el medicamento controlado. Estas acciones permitieron tener una mayor trazabilidad en  el  procesoy  un  mejor  involucramiento  del  personal  que  participa  en  la dispensación  de  medicamentos  controlados. En  la  tercera  etapa  se  capacitóal personal involucrado en el manejo de estos medicamentos, teniendo definición de funciones, conocimiento de las barreras de seguridad y la importancia de llevarlas a  cabo.  Durante  la  capacitación  del  personal  se  observó  que  existe  mucha rotación y que muchos desconocían la importancia de dispensar correctamente los medicamentos controlados. Finalmente, después de mediciones diariasdel apego del personal a los procesos generados, se pudo observar una disminución delos númerosprioritarios  de  riesgos  obtenidos  en  el  AMEFen  cada  uno  de  los subalmacenes y en la farmacia.|Verenice|GÃ³mez RamÃ­rez|ImplementaciÃ³n de estrategias para el control de los medicamentos estupefacientes y psicotrÃ³picos en una farmacia hospitalaria, de acuerdo a la legislaciÃ³n aplicable vigente |2021|Química Farmaceútico Biológica
Los medicamentosoncológicos se consideran como medicamentos potenciales de causar  daños  graves  o  inclusive  la  muerte  al  paciente,  debido  a  la  naturaleza farmacológica que los conforma, así como el riguroso proceso administrativo en el que son involucrados. La mayoría de ellos son sistémicos, dirigidos, específicos y algunos  son  de  producción  biotecnológica,  por  lo  que  es  de  relevancia  clínica implementar  actividades  estratégicasque  ayuden  a  monitorear  todo  el  proceso que implica el uso de estos medicamentos, con el objetivo de prevenir o disminuir eventos adversos relacionados. La  Farmacovigilancia  ha  surgido  como  una  ciencia  encargada  de  analizar, comprender  y  prevenir  riesgos  asociados  a  medicamentos.  Se  han  descrito algunas guías y metodologías que se pueden implementar, sin embargo, depende de los recursos del hospital la implementación de unas o de otras, por lo que a través de este trabajo se delinearon algunas estrategias de Farmacovigilancia que ayudaron a prevenir riesgos tanto para el paciente como para el profesional de la salud. Este proyecto consistió en dos fases, la primera fase consistió en la descripción, evaluación  de  la  situación  y  el  proceso  relacionado  al  uso  de  medicamentos oncológicos,  y  la  segunda  fase  fue  la  de  implementación  de  estrategias.  En  laprimera fase se halló una comunicación deficiente entre farmacia y coordinación de  Farmacovigilancia,  y  que  la  mayoría  del  personal  que  administraba  los medicamentos desconocía las reacciones adversas y mecanismo de acción de los medicamentos quimioterapéuticos. En la segunda fase, la comunicación farmacia-farmacovigilancia  incremento  a  un  100%,  se  halló  que  un  67%  de  las prescripciones contenían un error y el personal de enfermería conocía el 88% de las reacciones adversas que podrían presentar los medicamentos utilizados y el 58% del mecanismo de acción de cada uno de los medicamentos a utilizar. A través de las 5 estrategias basadas en el mejoramiento de la comunicación de la farmacia y farmacovigilancia, verificación de la prescripción, reporte oportuno de incidentes y capacitación del personal se pudieron disminuir riesgos asociados a medicamentos  quimioterapéuticos  y,  además,  ayudaron  a  la  detección  de incidentes y al aumento de notificación de SRAM.|Florencia Stephania|GonzÃ¡lez Vara|Implementacion de activides estratÃ©gicas de farmacovigilancia para prevenir riesgos asociados a quimioterapÃ©uticos |2021|Química Farmaceútico Biológica
El tequesquite, material obtenido de fuentes naturales, es un mineral constituido de unamezcla compleja de sales (carbonato, bicarbonato y cloruro de sodio, entre las principales),arena, tierra y arcillas; debido a la importancia que ese tipo de sales representa para laindustria química en la elaboración de jabones, vidrio, detergentes; además de otras indus-trias como la farmacéutica (elaboración de amortiguadores) y alimentaria (como aditivo),en el presente trabajo se efectuó la separación y purificación del contenido salino de un lotede tequesquite cultivado, preparando disoluciones 62 saturadas. De esta forma, se determi-naron algunas propiedades fisicoquímicas de la mezcla de sales a diferente concentración(índice de refracción, pH, conductividad) y se efectuaron análisis químicos (titulación po-tenciométrica, cromatografía catiónica y aniónica, calorimetría de barrido diferencial) paradeterminar la composición de la mezcla salina y la presencia de contaminantes orgánicos.|Vania Daniela|GutiÃ©rrez BaÃ±uelos|PurificaciÃ³n y alternativas del tequesquite |2021|Química Farmaceútico Biológica
Las mitocondrias de diversas especies vegetales presentan un Poro de Transición de la Permeabilidad (PTP) mitocondrial que al abrirse ocasiona la muerte celular. El PTP  se  activa  por  estímulos  de  estrés  abiótico  y  es  inhibido  con  ligandos  de ciclofilinas.  A  pesar  de  ser  un  fenómeno  relativamente  estudiado,  lacomposiciónmoleculardel PTPes motivo de constante debate. En elpresentetrabajo detesisseevaluó  laprobable  participación  de  la  ciclofilinaAtCyp21-3(Ciclofilina  de Arabidopsis  thalianatipo  21) como  componente  del  PTP  inducido  por  radiaciónultravioleta  tipo  C(UV-C)y  estrés  térmico  en  una  cepa  de Arabidopsis  thalianasilvestre(WT)y otra mutante isogénica carente de la ciclofilina AtCyp21-3.Los resultados indican que la supresión de la AtCyp21-3no afecta el potencial de membrana  mitocondrial,  pero  confiere  menorsensibilidad  al  estrés  por  radiación UV-C.  Adicionalmente  se  observó  que  la  cepa  carente  de  AtCyp21-3  es  más sensible  al  estrés  térmico.  Lo  anterior  nos  lleva  a  postular  que  la  carencia  de  la ciclofilina AtCyp21-3 inhibe la apertura del PTP inducido por radiación UV-C, pero no por estrés térmico.|Emilia Refugio|GutiÃ©rrez Mireles|CaracterizaciÃ³n bioenergÃ©tica y metabÃ³lica de las mitocondrias de Arabidopsis thaliana |2021|Química Farmaceútico Biológica
